composition,C,Si,Mn,P,S,Ni,Cr,Mo,Cu,Ti,Al,B,N,V,Co,Nb+Ta,Fe,temperature,ys_value,uts_value,elo_value,roa_value
TdC,0.41,1.21,1.37,0.016,0.016,12.15,24.85,0.02,0.01,0.0,0.04,,0.038,,0.32,0.0,59.55,650,,,,
TdC,0.41,1.21,1.37,0.016,0.016,12.15,24.85,0.02,0.01,0.0,0.04,,0.038,,0.32,0.0,59.55,700,142.0,328.0,56.0,27.0
TdC,0.41,1.21,1.37,0.016,0.016,12.15,24.85,0.02,0.01,0.0,0.04,,0.038,,0.32,0.0,59.55,750,,,,
TdC,0.41,1.21,1.37,0.016,0.016,12.15,24.85,0.02,0.01,0.0,0.04,,0.038,,0.32,0.0,59.55,800,122.0,183.0,86.0,59.0
TdC,0.41,1.21,1.37,0.016,0.016,12.15,24.85,0.02,0.01,0.0,0.04,,0.038,,0.32,0.0,59.55,900,73.0,119.0,90.0,70.0
TdC,0.41,1.21,1.37,0.016,0.016,12.15,24.85,0.02,0.01,0.0,0.04,,0.038,,0.32,0.0,59.55,1000,,,,
TdD,0.34,1.08,1.28,0.017,0.014,13.04,25.72,0.11,0.16,0.03,0.01341,,0.113,,0.23,0.0,57.85259,25,270.0,390.0,20.0,13.0
TdD,0.34,1.08,1.28,0.017,0.014,13.04,25.72,0.11,0.16,0.03,0.01341,,0.113,,0.23,0.0,57.85259,100,202.0,353.0,20.0,8.0
TdD,0.34,1.08,1.28,0.017,0.014,13.04,25.72,0.11,0.16,0.03,0.01341,,0.113,,0.23,0.0,57.85259,200,,,,
TdD,0.34,1.08,1.28,0.017,0.014,13.04,25.72,0.11,0.16,0.03,0.01341,,0.113,,0.23,0.0,57.85259,300,180.0,316.0,26.0,13.0
TdD,0.34,1.08,1.28,0.017,0.014,13.04,25.72,0.11,0.16,0.03,0.01341,,0.113,,0.23,0.0,57.85259,400,,,,
TdD,0.34,1.08,1.28,0.017,0.014,13.04,25.72,0.11,0.16,0.03,0.01341,,0.113,,0.23,0.0,57.85259,500,154.0,275.0,28.0,20.0
TdD,0.34,1.08,1.28,0.017,0.014,13.04,25.72,0.11,0.16,0.03,0.01341,,0.113,,0.23,0.0,57.85259,550,,,,
TdD,0.34,1.08,1.28,0.017,0.014,13.04,25.72,0.11,0.16,0.03,0.01341,,0.113,,0.23,0.0,57.85259,600,155.0,313.0,28.0,18.0
TdD,0.34,1.08,1.28,0.017,0.014,13.04,25.72,0.11,0.16,0.03,0.01341,,0.113,,0.23,0.0,57.85259,650,,,,
TdD,0.34,1.08,1.28,0.017,0.014,13.04,25.72,0.11,0.16,0.03,0.01341,,0.113,,0.23,0.0,57.85259,700,146.0,290.0,28.0,22.0
TdD,0.34,1.08,1.28,0.017,0.014,13.04,25.72,0.11,0.16,0.03,0.01341,,0.113,,0.23,0.0,57.85259,750,,,,
TdD,0.34,1.08,1.28,0.017,0.014,13.04,25.72,0.11,0.16,0.03,0.01341,,0.113,,0.23,0.0,57.85259,800,143.0,230.0,40.0,30.0
TdD,0.34,1.08,1.28,0.017,0.014,13.04,25.72,0.11,0.16,0.03,0.01341,,0.113,,0.23,0.0,57.85259,900,89.0,137.0,82.0,77.0
TdD,0.34,1.08,1.28,0.017,0.014,13.04,25.72,0.11,0.16,0.03,0.01341,,0.113,,0.23,0.0,57.85259,1000,,,,
TdE,0.34,1.34,1.18,0.02,0.013,11.87,24.49,0.027,0.049,0.017,0.038,,0.119,,0.31,0.002,60.185,25,260.0,470.0,18.0,15.0
TdE,0.34,1.34,1.18,0.02,0.013,11.87,24.49,0.027,0.049,0.017,0.038,,0.119,,0.31,0.002,60.185,100,212.0,459.0,32.0,19.0
TdE,0.34,1.34,1.18,0.02,0.013,11.87,24.49,0.027,0.049,0.017,0.038,,0.119,,0.31,0.002,60.185,200,,,,
TdE,0.34,1.34,1.18,0.02,0.013,11.87,24.49,0.027,0.049,0.017,0.038,,0.119,,0.31,0.002,60.185,300,176.0,335.0,26.0,18.0
TdE,0.34,1.34,1.18,0.02,0.013,11.87,24.49,0.027,0.049,0.017,0.038,,0.119,,0.31,0.002,60.185,400,,,,
TdE,0.34,1.34,1.18,0.02,0.013,11.87,24.49,0.027,0.049,0.017,0.038,,0.119,,0.31,0.002,60.185,500,176.0,363.0,24.0,21.0
TdE,0.34,1.34,1.18,0.02,0.013,11.87,24.49,0.027,0.049,0.017,0.038,,0.119,,0.31,0.002,60.185,550,,,,
TdE,0.34,1.34,1.18,0.02,0.013,11.87,24.49,0.027,0.049,0.017,0.038,,0.119,,0.31,0.002,60.185,600,150.0,350.0,30.0,14.0
TdE,0.34,1.34,1.18,0.02,0.013,11.87,24.49,0.027,0.049,0.017,0.038,,0.119,,0.31,0.002,60.185,650,,,,
TdE,0.34,1.34,1.18,0.02,0.013,11.87,24.49,0.027,0.049,0.017,0.038,,0.119,,0.31,0.002,60.185,700,144.0,308.0,28.0,21.0
TdE,0.34,1.34,1.18,0.02,0.013,11.87,24.49,0.027,0.049,0.017,0.038,,0.119,,0.31,0.002,60.185,750,,,,
TdE,0.34,1.34,1.18,0.02,0.013,11.87,24.49,0.027,0.049,0.017,0.038,,0.119,,0.31,0.002,60.185,800,126.0,220.0,30.0,23.0
TdE,0.34,1.34,1.18,0.02,0.013,11.87,24.49,0.027,0.049,0.017,0.038,,0.119,,0.31,0.002,60.185,900,82.0,143.0,52.0,36.0
TdE,0.34,1.34,1.18,0.02,0.013,11.87,24.49,0.027,0.049,0.017,0.038,,0.119,,0.31,0.002,60.185,1000,,,,
TAA,0.43,1.03,1.09,0.012,0.018,20.33,24.98,0.32,0.011,0.06,0.079,0.0006,0.053,,0.047,,51.5394,25,250.0,610.0,32.0,30.0
TAA,0.43,1.03,1.09,0.012,0.018,20.33,24.98,0.32,0.011,0.06,0.079,0.0006,0.053,,0.047,,51.5394,100,211.0,562.0,33.0,41.0
TAA,0.43,1.03,1.09,0.012,0.018,20.33,24.98,0.32,0.011,0.06,0.079,0.0006,0.053,,0.047,,51.5394,200,187.0,533.0,36.0,35.0
TAA,0.43,1.03,1.09,0.012,0.018,20.33,24.98,0.32,0.011,0.06,0.079,0.0006,0.053,,0.047,,51.5394,300,189.0,529.0,35.0,31.0
TAA,0.43,1.03,1.09,0.012,0.018,20.33,24.98,0.32,0.011,0.06,0.079,0.0006,0.053,,0.047,,51.5394,400,178.0,529.0,35.0,39.0
TAA,0.43,1.03,1.09,0.012,0.018,20.33,24.98,0.32,0.011,0.06,0.079,0.0006,0.053,,0.047,,51.5394,500,165.0,509.0,37.0,37.0
TAA,0.43,1.03,1.09,0.012,0.018,20.33,24.98,0.32,0.011,0.06,0.079,0.0006,0.053,,0.047,,51.5394,550,,,,
TAA,0.43,1.03,1.09,0.012,0.018,20.33,24.98,0.32,0.011,0.06,0.079,0.0006,0.053,,0.047,,51.5394,600,153.0,466.0,34.0,34.0
TAA,0.43,1.03,1.09,0.012,0.018,20.33,24.98,0.32,0.011,0.06,0.079,0.0006,0.053,,0.047,,51.5394,650,,,,
TAA,0.43,1.03,1.09,0.012,0.018,20.33,24.98,0.32,0.011,0.06,0.079,0.0006,0.053,,0.047,,51.5394,700,154.0,395.0,27.0,30.0
TAA,0.43,1.03,1.09,0.012,0.018,20.33,24.98,0.32,0.011,0.06,0.079,0.0006,0.053,,0.047,,51.5394,750,172.0,308.0,25.0,35.0
TAA,0.43,1.03,1.09,0.012,0.018,20.33,24.98,0.32,0.011,0.06,0.079,0.0006,0.053,,0.047,,51.5394,800,140.0,242.0,24.0,50.0
TAA,0.43,1.03,1.09,0.012,0.018,20.33,24.98,0.32,0.011,0.06,0.079,0.0006,0.053,,0.047,,51.5394,900,94.0,148.0,41.0,64.0
TAA,0.43,1.03,1.09,0.012,0.018,20.33,24.98,0.32,0.011,0.06,0.079,0.0006,0.053,,0.047,,51.5394,1000,63.0,93.0,50.0,78.0
TAB,0.44,0.87,1.07,0.012,0.019,20.83,24.8,0.36,0.015,0.044,0.035,0.0008,0.049,,0.052,,51.4032,25,250.0,620.0,35.0,30.0
TAB,0.44,0.87,1.07,0.012,0.019,20.83,24.8,0.36,0.015,0.044,0.035,0.0008,0.049,,0.052,,51.4032,100,217.0,575.0,37.0,32.0
TAB,0.44,0.87,1.07,0.012,0.019,20.83,24.8,0.36,0.015,0.044,0.035,0.0008,0.049,,0.052,,51.4032,200,187.0,522.0,30.0,26.0
TAB,0.44,0.87,1.07,0.012,0.019,20.83,24.8,0.36,0.015,0.044,0.035,0.0008,0.049,,0.052,,51.4032,300,181.0,506.0,29.0,29.0
TAB,0.44,0.87,1.07,0.012,0.019,20.83,24.8,0.36,0.015,0.044,0.035,0.0008,0.049,,0.052,,51.4032,400,178.0,531.0,38.0,35.0
TAB,0.44,0.87,1.07,0.012,0.019,20.83,24.8,0.36,0.015,0.044,0.035,0.0008,0.049,,0.052,,51.4032,500,162.0,498.0,35.0,33.0
TAB,0.44,0.87,1.07,0.012,0.019,20.83,24.8,0.36,0.015,0.044,0.035,0.0008,0.049,,0.052,,51.4032,550,,,,
TAB,0.44,0.87,1.07,0.012,0.019,20.83,24.8,0.36,0.015,0.044,0.035,0.0008,0.049,,0.052,,51.4032,600,156.0,468.0,34.0,29.0
TAB,0.44,0.87,1.07,0.012,0.019,20.83,24.8,0.36,0.015,0.044,0.035,0.0008,0.049,,0.052,,51.4032,650,,,,
TAB,0.44,0.87,1.07,0.012,0.019,20.83,24.8,0.36,0.015,0.044,0.035,0.0008,0.049,,0.052,,51.4032,700,163.0,392.0,22.0,32.0
TAB,0.44,0.87,1.07,0.012,0.019,20.83,24.8,0.36,0.015,0.044,0.035,0.0008,0.049,,0.052,,51.4032,750,165.0,324.0,23.0,26.0
TAB,0.44,0.87,1.07,0.012,0.019,20.83,24.8,0.36,0.015,0.044,0.035,0.0008,0.049,,0.052,,51.4032,800,140.0,251.0,30.0,42.0
TAB,0.44,0.87,1.07,0.012,0.019,20.83,24.8,0.36,0.015,0.044,0.035,0.0008,0.049,,0.052,,51.4032,900,99.0,158.0,46.0,58.0
TAB,0.44,0.87,1.07,0.012,0.019,20.83,24.8,0.36,0.015,0.044,0.035,0.0008,0.049,,0.052,,51.4032,1000,64.0,98.0,35.0,80.0
TAC,0.41,0.79,0.82,0.013,0.008,21.2,25.45,0.01,0.069,0.01,0.002,0.0003,0.09,,0.052,,51.0757,25,285.0,560.0,15.0,19.0
TAC,0.41,0.79,0.82,0.013,0.008,21.2,25.45,0.01,0.069,0.01,0.002,0.0003,0.09,,0.052,,51.0757,100,242.0,513.0,16.0,19.0
TAC,0.41,0.79,0.82,0.013,0.008,21.2,25.45,0.01,0.069,0.01,0.002,0.0003,0.09,,0.052,,51.0757,200,211.0,548.0,27.0,24.0
TAC,0.41,0.79,0.82,0.013,0.008,21.2,25.45,0.01,0.069,0.01,0.002,0.0003,0.09,,0.052,,51.0757,300,210.0,472.0,20.0,26.0
TAC,0.41,0.79,0.82,0.013,0.008,21.2,25.45,0.01,0.069,0.01,0.002,0.0003,0.09,,0.052,,51.0757,400,193.0,468.0,19.0,25.0
TAC,0.41,0.79,0.82,0.013,0.008,21.2,25.45,0.01,0.069,0.01,0.002,0.0003,0.09,,0.052,,51.0757,500,180.0,426.0,18.0,23.0
TAC,0.41,0.79,0.82,0.013,0.008,21.2,25.45,0.01,0.069,0.01,0.002,0.0003,0.09,,0.052,,51.0757,550,,,,
TAC,0.41,0.79,0.82,0.013,0.008,21.2,25.45,0.01,0.069,0.01,0.002,0.0003,0.09,,0.052,,51.0757,600,172.0,431.0,22.0,28.0
TAC,0.41,0.79,0.82,0.013,0.008,21.2,25.45,0.01,0.069,0.01,0.002,0.0003,0.09,,0.052,,51.0757,650,,,,
TAC,0.41,0.79,0.82,0.013,0.008,21.2,25.45,0.01,0.069,0.01,0.002,0.0003,0.09,,0.052,,51.0757,700,184.0,391.0,16.0,22.0
TAC,0.41,0.79,0.82,0.013,0.008,21.2,25.45,0.01,0.069,0.01,0.002,0.0003,0.09,,0.052,,51.0757,750,197.0,335.0,8.0,22.0
TAC,0.41,0.79,0.82,0.013,0.008,21.2,25.45,0.01,0.069,0.01,0.002,0.0003,0.09,,0.052,,51.0757,800,174.0,274.0,11.0,20.0
TAC,0.41,0.79,0.82,0.013,0.008,21.2,25.45,0.01,0.069,0.01,0.002,0.0003,0.09,,0.052,,51.0757,900,109.0,177.0,15.0,28.0
TAC,0.41,0.79,0.82,0.013,0.008,21.2,25.45,0.01,0.069,0.01,0.002,0.0003,0.09,,0.052,,51.0757,1000,76.0,116.0,20.0,37.0
TAD,0.43,0.92,0.92,0.016,0.005,20.9,25.1,0.01,0.058,0.01,0.002,0.0003,0.07,,0.046,,51.5127,25,265.0,630.0,28.0,17.0
TAD,0.43,0.92,0.92,0.016,0.005,20.9,25.1,0.01,0.058,0.01,0.002,0.0003,0.07,,0.046,,51.5127,100,240.0,592.0,30.0,23.0
TAD,0.43,0.92,0.92,0.016,0.005,20.9,25.1,0.01,0.058,0.01,0.002,0.0003,0.07,,0.046,,51.5127,200,205.0,534.0,29.0,26.0
TAD,0.43,0.92,0.92,0.016,0.005,20.9,25.1,0.01,0.058,0.01,0.002,0.0003,0.07,,0.046,,51.5127,300,199.0,542.0,33.0,31.0
TAD,0.43,0.92,0.92,0.016,0.005,20.9,25.1,0.01,0.058,0.01,0.002,0.0003,0.07,,0.046,,51.5127,400,190.0,537.0,31.0,30.0
TAD,0.43,0.92,0.92,0.016,0.005,20.9,25.1,0.01,0.058,0.01,0.002,0.0003,0.07,,0.046,,51.5127,500,160.0,512.0,33.0,31.0
TAD,0.43,0.92,0.92,0.016,0.005,20.9,25.1,0.01,0.058,0.01,0.002,0.0003,0.07,,0.046,,51.5127,550,,,,
TAD,0.43,0.92,0.92,0.016,0.005,20.9,25.1,0.01,0.058,0.01,0.002,0.0003,0.07,,0.046,,51.5127,600,161.0,454.0,29.0,28.0
TAD,0.43,0.92,0.92,0.016,0.005,20.9,25.1,0.01,0.058,0.01,0.002,0.0003,0.07,,0.046,,51.5127,650,,,,
TAD,0.43,0.92,0.92,0.016,0.005,20.9,25.1,0.01,0.058,0.01,0.002,0.0003,0.07,,0.046,,51.5127,700,178.0,383.0,19.0,24.0
TAD,0.43,0.92,0.92,0.016,0.005,20.9,25.1,0.01,0.058,0.01,0.002,0.0003,0.07,,0.046,,51.5127,750,185.0,332.0,15.0,13.0
TAD,0.43,0.92,0.92,0.016,0.005,20.9,25.1,0.01,0.058,0.01,0.002,0.0003,0.07,,0.046,,51.5127,800,159.0,254.0,19.0,30.0
TAD,0.43,0.92,0.92,0.016,0.005,20.9,25.1,0.01,0.058,0.01,0.002,0.0003,0.07,,0.046,,51.5127,900,102.0,170.0,22.0,28.0
TAD,0.43,0.92,0.92,0.016,0.005,20.9,25.1,0.01,0.058,0.01,0.002,0.0003,0.07,,0.046,,51.5127,1000,69.0,107.0,31.0,55.0
TAE,0.35,1.1,1.38,0.015,0.008,20.74,25.18,0.03,0.015,0.01,0.002,0.0006,0.037,,0.031,,51.1014,25,270.0,640.0,29.0,29.0
TAE,0.35,1.1,1.38,0.015,0.008,20.74,25.18,0.03,0.015,0.01,0.002,0.0006,0.037,,0.031,,51.1014,100,250.0,595.0,25.0,21.0
TAE,0.35,1.1,1.38,0.015,0.008,20.74,25.18,0.03,0.015,0.01,0.002,0.0006,0.037,,0.031,,51.1014,200,207.0,558.0,30.0,25.0
TAE,0.35,1.1,1.38,0.015,0.008,20.74,25.18,0.03,0.015,0.01,0.002,0.0006,0.037,,0.031,,51.1014,300,200.0,551.0,31.0,28.0
TAE,0.35,1.1,1.38,0.015,0.008,20.74,25.18,0.03,0.015,0.01,0.002,0.0006,0.037,,0.031,,51.1014,400,190.0,545.0,29.0,26.0
TAE,0.35,1.1,1.38,0.015,0.008,20.74,25.18,0.03,0.015,0.01,0.002,0.0006,0.037,,0.031,,51.1014,500,171.0,512.0,28.0,30.0
TAE,0.35,1.1,1.38,0.015,0.008,20.74,25.18,0.03,0.015,0.01,0.002,0.0006,0.037,,0.031,,51.1014,550,,,,
TAE,0.35,1.1,1.38,0.015,0.008,20.74,25.18,0.03,0.015,0.01,0.002,0.0006,0.037,,0.031,,51.1014,600,178.0,453.0,23.0,23.0
TAE,0.35,1.1,1.38,0.015,0.008,20.74,25.18,0.03,0.015,0.01,0.002,0.0006,0.037,,0.031,,51.1014,650,,,,
TAE,0.35,1.1,1.38,0.015,0.008,20.74,25.18,0.03,0.015,0.01,0.002,0.0006,0.037,,0.031,,51.1014,700,171.0,374.0,14.0,18.0
TAE,0.35,1.1,1.38,0.015,0.008,20.74,25.18,0.03,0.015,0.01,0.002,0.0006,0.037,,0.031,,51.1014,750,199.0,326.0,12.0,16.0
TAE,0.35,1.1,1.38,0.015,0.008,20.74,25.18,0.03,0.015,0.01,0.002,0.0006,0.037,,0.031,,51.1014,800,151.0,246.0,14.0,24.0
TAE,0.35,1.1,1.38,0.015,0.008,20.74,25.18,0.03,0.015,0.01,0.002,0.0006,0.037,,0.031,,51.1014,900,98.0,164.0,21.0,23.0
TAE,0.35,1.1,1.38,0.015,0.008,20.74,25.18,0.03,0.015,0.01,0.002,0.0006,0.037,,0.031,,51.1014,1000,69.0,106.0,32.0,41.0
TAF,0.37,1.24,1.41,0.014,0.011,20.66,25.12,0.02,0.015,0.01,0.002,0.0007,0.034,,0.043,,51.0503,25,270.0,640.0,30.0,28.0
TAF,0.37,1.24,1.41,0.014,0.011,20.66,25.12,0.02,0.015,0.01,0.002,0.0007,0.034,,0.043,,51.0503,100,239.0,606.0,32.0,30.0
TAF,0.37,1.24,1.41,0.014,0.011,20.66,25.12,0.02,0.015,0.01,0.002,0.0007,0.034,,0.043,,51.0503,200,202.0,558.0,28.0,30.0
TAF,0.37,1.24,1.41,0.014,0.011,20.66,25.12,0.02,0.015,0.01,0.002,0.0007,0.034,,0.043,,51.0503,300,200.0,561.0,35.0,33.0
TAF,0.37,1.24,1.41,0.014,0.011,20.66,25.12,0.02,0.015,0.01,0.002,0.0007,0.034,,0.043,,51.0503,400,194.0,556.0,35.0,35.0
TAF,0.37,1.24,1.41,0.014,0.011,20.66,25.12,0.02,0.015,0.01,0.002,0.0007,0.034,,0.043,,51.0503,500,177.0,523.0,31.0,29.0
TAF,0.37,1.24,1.41,0.014,0.011,20.66,25.12,0.02,0.015,0.01,0.002,0.0007,0.034,,0.043,,51.0503,550,,,,
TAF,0.37,1.24,1.41,0.014,0.011,20.66,25.12,0.02,0.015,0.01,0.002,0.0007,0.034,,0.043,,51.0503,600,164.0,456.0,25.0,26.0
TAF,0.37,1.24,1.41,0.014,0.011,20.66,25.12,0.02,0.015,0.01,0.002,0.0007,0.034,,0.043,,51.0503,650,,,,
TAF,0.37,1.24,1.41,0.014,0.011,20.66,25.12,0.02,0.015,0.01,0.002,0.0007,0.034,,0.043,,51.0503,700,170.0,362.0,13.0,14.0
TAF,0.37,1.24,1.41,0.014,0.011,20.66,25.12,0.02,0.015,0.01,0.002,0.0007,0.034,,0.043,,51.0503,750,222.0,341.0,16.0,19.0
TAF,0.37,1.24,1.41,0.014,0.011,20.66,25.12,0.02,0.015,0.01,0.002,0.0007,0.034,,0.043,,51.0503,800,156.0,253.0,16.0,22.0
TAF,0.37,1.24,1.41,0.014,0.011,20.66,25.12,0.02,0.015,0.01,0.002,0.0007,0.034,,0.043,,51.0503,900,93.0,160.0,20.0,25.0
TAF,0.37,1.24,1.41,0.014,0.011,20.66,25.12,0.02,0.015,0.01,0.002,0.0007,0.034,,0.043,,51.0503,1000,68.0,104.0,28.0,36.0
TAG,0.36,0.92,1.02,0.016,0.013,21.42,25.21,0.03,0.053,0.01,0.002,0.0002,0.107,,0.007,,50.8318,25,255.0,550.0,27.0,32.0
TAG,0.36,0.92,1.02,0.016,0.013,21.42,25.21,0.03,0.053,0.01,0.002,0.0002,0.107,,0.007,,50.8318,100,240.0,522.0,30.0,28.0
TAG,0.36,0.92,1.02,0.016,0.013,21.42,25.21,0.03,0.053,0.01,0.002,0.0002,0.107,,0.007,,50.8318,200,178.0,447.0,28.0,29.0
TAG,0.36,0.92,1.02,0.016,0.013,21.42,25.21,0.03,0.053,0.01,0.002,0.0002,0.107,,0.007,,50.8318,300,181.0,459.0,31.0,34.0
TAG,0.36,0.92,1.02,0.016,0.013,21.42,25.21,0.03,0.053,0.01,0.002,0.0002,0.107,,0.007,,50.8318,400,162.0,448.0,30.0,28.0
TAG,0.36,0.92,1.02,0.016,0.013,21.42,25.21,0.03,0.053,0.01,0.002,0.0002,0.107,,0.007,,50.8318,500,159.0,413.0,28.0,30.0
TAG,0.36,0.92,1.02,0.016,0.013,21.42,25.21,0.03,0.053,0.01,0.002,0.0002,0.107,,0.007,,50.8318,550,,,,
TAG,0.36,0.92,1.02,0.016,0.013,21.42,25.21,0.03,0.053,0.01,0.002,0.0002,0.107,,0.007,,50.8318,600,157.0,377.0,28.0,30.0
TAG,0.36,0.92,1.02,0.016,0.013,21.42,25.21,0.03,0.053,0.01,0.002,0.0002,0.107,,0.007,,50.8318,650,,,,
TAG,0.36,0.92,1.02,0.016,0.013,21.42,25.21,0.03,0.053,0.01,0.002,0.0002,0.107,,0.007,,50.8318,700,181.0,336.0,13.0,19.0
TAG,0.36,0.92,1.02,0.016,0.013,21.42,25.21,0.03,0.053,0.01,0.002,0.0002,0.107,,0.007,,50.8318,750,226.0,327.0,9.0,18.0
TAG,0.36,0.92,1.02,0.016,0.013,21.42,25.21,0.03,0.053,0.01,0.002,0.0002,0.107,,0.007,,50.8318,800,172.0,254.0,12.0,25.0
TAG,0.36,0.92,1.02,0.016,0.013,21.42,25.21,0.03,0.053,0.01,0.002,0.0002,0.107,,0.007,,50.8318,900,105.0,157.0,10.0,17.0
TAG,0.36,0.92,1.02,0.016,0.013,21.42,25.21,0.03,0.053,0.01,0.002,0.0002,0.107,,0.007,,50.8318,1000,67.0,99.0,22.0,40.0
TAH,0.37,1.16,1.23,0.015,0.014,22.13,25.29,0.01,0.042,0.01,0.002,0.0002,0.054,,0.002,,49.6708,25,235.0,510.0,21.0,22.0
TAH,0.37,1.16,1.23,0.015,0.014,22.13,25.29,0.01,0.042,0.01,0.002,0.0002,0.054,,0.002,,49.6708,100,207.0,450.0,21.0,28.0
TAH,0.37,1.16,1.23,0.015,0.014,22.13,25.29,0.01,0.042,0.01,0.002,0.0002,0.054,,0.002,,49.6708,200,173.0,432.0,24.0,22.0
TAH,0.37,1.16,1.23,0.015,0.014,22.13,25.29,0.01,0.042,0.01,0.002,0.0002,0.054,,0.002,,49.6708,300,170.0,438.0,30.0,30.0
TAH,0.37,1.16,1.23,0.015,0.014,22.13,25.29,0.01,0.042,0.01,0.002,0.0002,0.054,,0.002,,49.6708,400,180.0,460.0,32.0,28.0
TAH,0.37,1.16,1.23,0.015,0.014,22.13,25.29,0.01,0.042,0.01,0.002,0.0002,0.054,,0.002,,49.6708,500,156.0,417.0,25.0,23.0
TAH,0.37,1.16,1.23,0.015,0.014,22.13,25.29,0.01,0.042,0.01,0.002,0.0002,0.054,,0.002,,49.6708,550,,,,
TAH,0.37,1.16,1.23,0.015,0.014,22.13,25.29,0.01,0.042,0.01,0.002,0.0002,0.054,,0.002,,49.6708,600,148.0,341.0,22.0,23.0
TAH,0.37,1.16,1.23,0.015,0.014,22.13,25.29,0.01,0.042,0.01,0.002,0.0002,0.054,,0.002,,49.6708,650,,,,
TAH,0.37,1.16,1.23,0.015,0.014,22.13,25.29,0.01,0.042,0.01,0.002,0.0002,0.054,,0.002,,49.6708,700,165.0,316.0,16.0,22.0
TAH,0.37,1.16,1.23,0.015,0.014,22.13,25.29,0.01,0.042,0.01,0.002,0.0002,0.054,,0.002,,49.6708,750,185.0,298.0,14.0,30.0
TAH,0.37,1.16,1.23,0.015,0.014,22.13,25.29,0.01,0.042,0.01,0.002,0.0002,0.054,,0.002,,49.6708,800,133.0,226.0,16.0,30.0
TAH,0.37,1.16,1.23,0.015,0.014,22.13,25.29,0.01,0.042,0.01,0.002,0.0002,0.054,,0.002,,49.6708,900,88.0,140.0,17.0,34.0
TAH,0.37,1.16,1.23,0.015,0.014,22.13,25.29,0.01,0.042,0.01,0.002,0.0002,0.054,,0.002,,49.6708,1000,56.0,87.0,26.0,83.0
TAJ,0.38,0.82,0.75,0.014,0.024,21.82,24.8,0.08,0.022,0.01,0.002,0.0014,0.0713,,0.013,,51.1923,25,280.0,630.0,30.0,27.0
TAJ,0.38,0.82,0.75,0.014,0.024,21.82,24.8,0.08,0.022,0.01,0.002,0.0014,0.0713,,0.013,,51.1923,100,231.0,576.0,29.0,26.0
TAJ,0.38,0.82,0.75,0.014,0.024,21.82,24.8,0.08,0.022,0.01,0.002,0.0014,0.0713,,0.013,,51.1923,200,187.0,527.0,33.0,33.0
TAJ,0.38,0.82,0.75,0.014,0.024,21.82,24.8,0.08,0.022,0.01,0.002,0.0014,0.0713,,0.013,,51.1923,300,222.0,540.0,33.0,29.0
TAJ,0.38,0.82,0.75,0.014,0.024,21.82,24.8,0.08,0.022,0.01,0.002,0.0014,0.0713,,0.013,,51.1923,400,201.0,526.0,30.0,28.0
TAJ,0.38,0.82,0.75,0.014,0.024,21.82,24.8,0.08,0.022,0.01,0.002,0.0014,0.0713,,0.013,,51.1923,500,175.0,479.0,27.0,25.0
TAJ,0.38,0.82,0.75,0.014,0.024,21.82,24.8,0.08,0.022,0.01,0.002,0.0014,0.0713,,0.013,,51.1923,550,,,,
TAJ,0.38,0.82,0.75,0.014,0.024,21.82,24.8,0.08,0.022,0.01,0.002,0.0014,0.0713,,0.013,,51.1923,600,165.0,418.0,22.0,25.0
TAJ,0.38,0.82,0.75,0.014,0.024,21.82,24.8,0.08,0.022,0.01,0.002,0.0014,0.0713,,0.013,,51.1923,650,,,,
TAJ,0.38,0.82,0.75,0.014,0.024,21.82,24.8,0.08,0.022,0.01,0.002,0.0014,0.0713,,0.013,,51.1923,700,188.0,370.0,14.0,18.0
TAJ,0.38,0.82,0.75,0.014,0.024,21.82,24.8,0.08,0.022,0.01,0.002,0.0014,0.0713,,0.013,,51.1923,750,240.0,348.0,10.0,14.0
TAJ,0.38,0.82,0.75,0.014,0.024,21.82,24.8,0.08,0.022,0.01,0.002,0.0014,0.0713,,0.013,,51.1923,800,169.0,262.0,13.0,26.0
TAJ,0.38,0.82,0.75,0.014,0.024,21.82,24.8,0.08,0.022,0.01,0.002,0.0014,0.0713,,0.013,,51.1923,900,108.0,166.0,17.0,17.0
TAJ,0.38,0.82,0.75,0.014,0.024,21.82,24.8,0.08,0.022,0.01,0.002,0.0014,0.0713,,0.013,,51.1923,1000,71.0,107.0,19.0,30.0
TAL,0.4,0.87,0.84,0.014,0.017,21.8,24.0,0.08,0.056,0.01,0.002,0.0011,0.0429,,0.017,,51.85,25,275.0,590.0,27.0,22.0
TAL,0.4,0.87,0.84,0.014,0.017,21.8,24.0,0.08,0.056,0.01,0.002,0.0011,0.0429,,0.017,,51.85,100,282.0,540.0,22.0,21.0
TAL,0.4,0.87,0.84,0.014,0.017,21.8,24.0,0.08,0.056,0.01,0.002,0.0011,0.0429,,0.017,,51.85,200,220.0,498.0,25.0,31.0
TAL,0.4,0.87,0.84,0.014,0.017,21.8,24.0,0.08,0.056,0.01,0.002,0.0011,0.0429,,0.017,,51.85,300,198.0,484.0,26.0,27.0
TAL,0.4,0.87,0.84,0.014,0.017,21.8,24.0,0.08,0.056,0.01,0.002,0.0011,0.0429,,0.017,,51.85,400,194.0,495.0,30.0,37.0
TAL,0.4,0.87,0.84,0.014,0.017,21.8,24.0,0.08,0.056,0.01,0.002,0.0011,0.0429,,0.017,,51.85,500,181.0,484.0,28.0,29.0
